AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NOW
용산역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,52,48,0,4,25,26,20,15,7,3,25,75,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,5,0,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,47,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
왕십리역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,12000,14000,45,55,0,10,35,16,12,14,8,5,17,83,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,55,보통,92,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
DMC(디지털미디어시티),보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,50,50,0,3,26,31,22,11,4,1,41,59,N,2022-12-21 17:25,2022-12-21 18:01,1.1,6.2,5,0,89,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,보통,58,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한하도록 합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",2022-12-21 18:00
창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,32000,34000,44,56,0,11,20,15,16,18,13,7,24,76,N,2022-12-21 17:25,2022-12-21 18:01,-0.5,4.8,5,-2,89,SSE,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,45,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
노량진,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,54,46,0,5,37,20,14,13,8,4,23,77,N,2022-12-21 17:25,2022-12-21 18:01,1,4.7,5,0,81,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,보통,70,보통,90,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,47,53,0,6,21,15,16,17,11,13,42,58,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,55,보통,80,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,44,56,0,6,22,20,19,17,9,6,38,62,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,32000,34000,45,55,0,7,29,26,19,10,6,3,27,73,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,51,보통,80,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
성수카페거리,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,12000,14000,49,51,0,5,34,25,17,11,5,2,25,75,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,55,보통,92,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
수유리 먹자골목,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,46,54,0,7,21,16,17,18,12,9,31,69,N,2022-12-21 17:25,2022-12-21 18:01,-1.1,2.2,5,-1,95,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,50,보통,77,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
쌍문동 맛집거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,3500,4000,46,54,0,5,17,16,16,18,16,11,23,77,N,2022-12-21 17:25,2022-12-21 18:01,-1.1,2.2,5,-1,95,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,45,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
압구정로데오거리,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,28000,30000,42,58,0,5,32,30,18,9,4,2,32,68,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,51,보통,80,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
여의도,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,125000,130000,54,46,0,3,23,30,24,13,4,2,42,58,N,2022-12-21 17:25,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,보통,63,보통,95,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
영등포 타임스퀘어,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,42,58,0,6,26,21,17,16,10,4,21,79,N,2022-12-21 17:25,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,보통,63,보통,95,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,53,47,0,4,22,21,18,16,12,8,29,71,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,44,56,1,7,19,19,19,17,13,5,10,90,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,5,0,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,47,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
남산공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,51,49,0,3,24,21,20,18,9,4,28,72,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,52,보통,90,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,50,50,0,4,19,21,19,18,12,6,22,78,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,44,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,54,46,0,6,16,20,20,17,12,8,24,76,N,2022-12-21 17:25,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,보통,58,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한하도록 합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",2022-12-21 18:00
반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,57,43,0,5,14,18,23,20,15,4,3,97,N,2022-12-21 17:25,2022-12-21 18:01,0,3.3,5,0,100,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,65,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,45,55,1,9,13,16,16,18,16,11,38,62,N,2022-12-21 17:25,2022-12-21 18:01,-1.1,2.2,5,-1,95,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,39,보통,50,보통,77,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,51,49,1,6,18,18,20,22,12,4,23,77,N,2022-12-21 17:25,2022-12-21 18:01,2.1,4.1,6,-1,90,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,65,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
서울숲공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,50,50,0,4,26,24,17,16,9,4,23,77,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,55,보통,92,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
월드컵공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,58,42,1,6,13,19,22,21,13,6,15,85,N,2022-12-21 17:25,2022-12-21 18:01,1.1,6.2,5,0,89,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,보통,58,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한하도록 합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",2022-12-21 18:00
이촌한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,55,45,1,5,13,17,21,21,15,7,13,87,N,2022-12-21 17:25,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,47,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,56,44,1,8,18,16,27,17,10,4,6,94,N,2022-12-21 17:25,2022-12-21 18:01,1,5.3,6,-1,98,ENE,0.2,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,49,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,51,49,0,8,12,15,27,18,13,6,9,91,N,2022-12-21 17:25,2022-12-21 18:01,0.6,3.9,5,-1,87,ENE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,49,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:00
강남 MICE 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,26000,28000,40,60,0,5,29,28,20,11,4,1,23,77,N,2022-12-21 17:25,2022-12-21 18:01,2.1,4.1,6,-1,90,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,51,보통,80,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,47,53,0,4,23,24,19,16,10,4,21,79,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
명동 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,64000,66000,49,51,0,4,24,26,22,14,7,3,28,72,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,52,보통,90,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
이태원 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,46,54,0,3,30,27,17,13,6,4,30,70,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,5,0,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,35,보통,47,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
잠실 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,64000,66000,43,57,0,13,27,23,16,11,6,3,19,81,N,2022-12-21 17:25,2022-12-21 18:01,0.6,3.9,5,-1,87,ENE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,49,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
종로·청계 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,55,45,0,3,20,19,19,19,14,7,28,72,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
홍대 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,68000,70000,42,58,0,11,40,21,13,8,4,2,23,77,N,2022-12-21 17:25,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,56,보통,58,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한하도록 합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",2022-12-21 18:05
경복궁·서촌마을,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,42,58,0,7,25,21,18,14,9,6,30,70,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
광화문·덕수궁,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,32000,34000,52,48,0,3,20,26,25,17,7,3,32,68,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
창덕궁·종묘,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,54,46,0,3,21,21,20,18,11,5,38,62,N,2022-12-21 17:25,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,54,보통,83,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
가산디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,40000,42000,59,41,0,1,25,30,22,14,6,2,43,57,N,2022-12-21 17:25,2022-12-21 18:01,2.9,4.9,5,1,81,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,64,보통,79,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
강남역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,76000,78000,48,52,0,6,33,27,18,10,4,2,23,77,N,2022-12-21 17:25,2022-12-21 18:01,2.1,4.1,6,-1,90,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,65,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,43,57,0,10,36,16,13,12,8,4,16,84,N,2022-12-21 17:25,2022-12-21 18:01,1.5,2.4,6,-1,91,E,1.6,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,44,보통,72,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
고속터미널역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,38,62,0,7,21,20,19,17,11,4,13,87,N,2022-12-21 17:30,2022-12-21 18:01,0,3.3,5,0,100,ESE,0.4,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,65,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,55,45,0,3,21,25,20,17,9,5,28,72,N,2022-12-21 17:30,2022-12-21 18:01,2.1,4.1,6,-1,90,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,65,보통,85,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
구로디지털단지역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,56,44,0,1,27,30,23,12,5,2,43,57,N,2022-12-21 17:30,2022-12-21 18:01,2.9,4.9,5,1,81,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,64,보통,79,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
서울역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,52,48,0,2,22,28,25,15,6,2,40,60,N,2022-12-21 17:30,2022-12-21 18:01,1.8,4.2,4,-1,89,SE,0.7,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,43,보통,52,보통,90,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
선릉역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,56000,58000,53,47,0,5,21,28,22,13,7,3,35,65,N,2022-12-21 17:30,2022-12-21 18:01,2.1,4.1,6,-1,90,ESE,0.9,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,51,보통,80,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
신도림역,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,7500,8000,41,59,0,11,24,21,16,15,10,4,8,92,N,2022-12-21 17:30,2022-12-21 18:01,1,4.7,5,0,81,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,47,보통,63,보통,95,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,49,51,0,7,32,20,14,13,10,5,16,84,N,2022-12-21 17:30,2022-12-21 18:01,1,4.7,5,0,81,SE,0.3,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,41,보통,62,보통,90,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
신촌·이대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,26000,28000,43,57,0,9,49,15,10,9,5,2,18,82,N,2022-12-21 17:30,2022-12-21 18:01,1.9,7,5,0,87,N,0.1,-,없음,비 또는 눈 소식이 없어요.,07:43,17:17,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,47,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-21 18:05
